id,name1,name2
645,Summa, B.
646,Malaterre, M.
647,Green, T.M.
648,Shen, H.-W.
649,Lins, L.
650,Ersoy, O.
651,Oelke, D.
652,Barr, A.
653,Kachkaev, A.
654,Hummel, M.
655,Suits, F.
656,Olivan Bescos, J.
657,Kohl, J.A.
658,Davis, D.
659,Shapiro, D.
660,Lawonn, K.
661,Rundensteiner, E.A.
662,Akers, D.
663,Zhengrong Liang
664,May, T.
665,Froehlich, B.
666,Feng Qiu
667,Unger, A.
668,Yi Wang
669,Schumann, H.
670,Ware, C.
671,Olston, C.
672,Deines, E.
673,Yi-Jen Chiang
674,Biddiscombe, J.
675,Balakrishnan, R.
676,Levin, D.
677,Furu Wei
678,Zhukov, L.
679,Duke, D.
680,Fernandez, R.
681,Scarlatos, L.
682,Seidel, H.-P.
683,Barlow, T.
684,Jiang, T.Y.
685,Westenskow, D.
686,Sunden, E.
687,Vuillemot, R.
688,Smith, G.
689,Ross, G.
690,Kapler, T.
691,Liang Gou
692,Taylor, R.M.
693,Brehmer, M.
694,Sakas, G.
695,Balzer, M.
696,Nielson, G.M.
697,Watson, B.
698,Hutanu, A.
699,Weiler, M.
700,Caban, J.J.
701,Simonetto, P.
702,Wei Chen
703,Ming Dong
704,Laney, D.
705,Tzi-cker Chiueh
706,Straka, M.
707,Ferreira, N.
708,Malik, A.
709,Gallagher, R.S.
710,Kurzhals, K.
711,Amburn, P.
712,Mitra, P.
713,Spoelder, H.J.W.
714,Schindler, B.
715,Welsh, T.
716,Garg, S.
717,Lam, H.
718,Ruigang Yang
719,Bertini, E.
720,Card, S.K.
721,Collins, C.
722,Zhihua Dong
723,Nelson, B.
724,Agrawala, M.
725,Hahn, H.K.
726,Ruder, H.
727,Brady, R.
728,Cerco, C.F.
729,Brannon, R.
730,Adams, D.
731,Laramee, R.S.
732,Joy, K.I.
733,Laskowski, S.
734,Devillers, O.
735,Hetzler, E.
736,Walton, J.
737,Yagel, R.
738,MacEachren, A.M.
739,Wills, G.J.
740,Havre, S.
741,Li, W.
742,Jian Zhao
743,Thompson, D.
744,Hastreiter, P.
745,Amenta, N.
746,Cox, K.C.
747,Tory, M.
748,Klein, R.
749,Bosch, H.
750,Conklin, N.
751,Heckel, B.
752,Hsu, M.
753,Gobbetti, E.
754,Juhee Bae
755,Jourdan, F.
756,Zhicheng Yan
757,McCormick, P.
758,van Liere, R.
759,Griebel, M.
760,Mengchen Liu
761,Entezari, A.
762,Wai-Ho Mak
763,Khlebnikov, R.
764,Zhaoqiang Lai
765,Isenberg, P.
766,Collins, N.
767,Cross, R.A.
768,Lang, U.
769,Marwah, M.
770,Waser, J.
771,ter Haar Romenij, B.
772,Talbot, J.
773,Schroder, P.
774,Hullman, J.
775,Hart, J.C.
776,Eccles, R.
777,Lodha, S.K.
778,Kauffman, L.H.
779,Zwicker, M.
780,Hanrahan, P.
781,Kasten, J.
782,Davey, J.
783,Feixas, M.
784,Wilhelms, J.
785,McDermott, R.
786,Keyser, J.
787,Hong Zhou
788,Junyan Luo
789,Kazman, R.
790,Rocca-Serra, P.
791,Museth, K.
792,Feng Tian
793,Tikhonova, A.
794,Klimeck, G.
795,Bhasker, E.
796,Isenberg, T.
797,Yingcai Wu
798,Medioni, G.
799,Sauber, N.
800,Mistelbauer, G.
801,Kitsuregawa, M.
802,Lu, S.C.
803,Van Horn, J.D.
804,Gyulassy, A.
805,Turk, G.
806,Jones, C.
807,Li, K.
808,Wei Qiao
809,Cook, D.
810,Stadler, P.F.
811,Inkpen, K.
812,Gotz, D.
813,Amirkhanov, A.
814,Rushmeier, H.
815,Angel, E.
816,Getoor, L.
817,Karlson, A.
818,Bottinger, M.
819,Chuah, M.C.
820,Morris, C.J.
821,Bidmon, K.
822,Subramanian, K.R.
823,Jianping Fan
824,Kochevar, P.
825,Scoggins, R.
826,Redstrom, J.
827,Abello, J.
828,Kilgore, R.M.
829,Perrine, K.
830,Pagendarm, H.-G.
831,Freire, J.
832,Yu-Shuen Wang
833,Searsmith, D.
834,Li, B.
835,Rogowtiz, B.
836,Neville, P.
837,Ribarsky, W.
838,Ji-Dong Yim
839,Melek, Z.
840,Lane, D.A.
841,Cammarano, M.
842,Verbeek, K.
843,Kaehler, R.
844,Nguyen, T.
845,Sheehan, R.E.
846,Dobkin, D.
847,Stoev, S.L.
848,Frey, S.
849,Krueger, W.
850,Lex, A.
851,Tang, D.
852,Muller, T.
853,Garth, C.
854,Nielsen, C.B.
855,von Landesberger, T.
856,Bodnar, J.W.
857,Cottam, J.A.
858,Rockwood, A.
859,Carmel, L.
860,Sbert, M.
861,Lukacs, A.
862,Varadhan, G.
863,Yong Zhou
864,Hong, W.
865,Bryson, S.
866,O'Brien, J.
867,Bordoloi, U.D.
868,Chi, E.H.
869,Yanli, E.
870,Heng, P.A.
871,Marchesin, S.
872,Born, S.
873,Goel, A.
874,Blattner, M.M.
875,Lin, M.C.
876,Aragon, C.R.
877,Rhyne, T.M.
878,Lerner, J.
879,Mroz, L.
880,Baker, C.
881,Eagan, J.
882,Ha, D.
883,Abram, G.
884,Westenberg, M.A.
885,Jianguang Weng
886,Kniss, J.
887,Jian Huang
888,Ebert, A.
889,Klimenko, S.V.
890,Hollt, T.
891,Kollmann, W.
892,Speckmann, B.
893,Gehlenborg, N.
894,Wall, J.
895,Sips, M.
896,Klingner, J.
897,Bartram, L.
898,Williamson, C.
899,Kumar, A.
900,Alper, N.
901,Marusic, I.
902,Searsmith, K.
903,Hadwiger, M.
904,Dwyer, T.
905,Ogawa, M.
906,Ellis, G.
907,Cavin, X.
908,De Floriani, L.
909,Smith, S.
910,Sadransky, B.
911,Heine, C.
912,Gajos, K.
913,Moreland, K.
914,Aliaga, D.
915,Kruger, J.
916,Stolte, C.
917,Becker, B.
918,Drucker, S.
919,Barlowe, S.
920,Enders, F.
921,Boukhelifa, N.
922,Takahashi, S.
923,Merhof, D.
924,Smith, W.
925,Auzinger, T.
926,Lingyun Yu
927,Cheng, H.-L.
928,Sanyal, J.
929,Yost, B.
930,Czerwinski, M.
931,Jeremic, B.
932,Eisemann, M.
933,Shaw, C.
934,Dragicevic, P.
935,Sobierajski, L.
936,Walker, R.
937,Cooper, M.
938,Rose, S.
939,Silva, C.T.
940,Wan, M.
941,Alper, B.
942,Schussman, G.
943,Ronghua Liang
944,Xiaoyu Wang
945,Sung, J.
946,Dykes, J.
947,Hamann, B.
948,Tal, A.
949,Greiner, G.
950,Conglei Shi
951,Kasthuri, N.
952,Wu, S.F.
953,Bescos, J.O.
954,Derthick, M.
955,Ahrens, J.
956,Gosink, L.
957,Schneidewind, J.
958,Agutter, J.
959,Yuan Chen
960,Hanson, A.J.
961,Beuing, O.
962,Pak Chung Wong
963,Marton, F.
964,Suh, B.
965,Puttmann, E.
966,Chopra, P.
967,Pearlman, J.D.
968,Mahyar, N.
969,Bethel, E.W.
970,Walny, J.
971,Borner, K.
972,Rudolph, S.
973,Gershon, N.
974,Griffiths, I.W.
975,Kincaid, R.
976,Vehlow, C.
977,Mirzargar, M.
978,Max, N.
979,Aidong Lu
980,Brookes, G.
981,Rona, P.
982,Whitaker, R.T.
983,Jansen, Y.
984,Dork, M.
985,Premoze, S.
986,Payne, D.A.
987,Shaffer, E.
988,Cohen, J.D.
989,Viola, I.
990,Tuan Nhon Dang
991,Ponchio, F.
992,Wagner, M.
993,Hubeli, A.
994,Albuquerque, G.
995,Diansheng Guo
996,Hultquist, J.P.M.
997,Keefe, D.F.
998,North, S.C.
999,Prohaska, S.
1000,Lichan Hong
1001,Xianfeng Gu
1002,Huron, S.
1003,Ganapathisubramani, B.
1004,Rose, D.
1005,Bergeron, R.D.
1006,Xiaoru Yuan
1007,Mlejnek, M.
1008,Engel, K.
1009,Kai Xu
1010,Truyen, R.
1011,Nonato, L.G.
1012,Persson, A.
1013,Tomandl, B.
1014,Soon Tee Teoh
1015,Satoh, S.
1016,Anand, A.
1017,Jimeng Sun
1018,Fuhrmann, A.
1019,Freiler, W.
1020,Jaegul Choo
1021,Gumhold, S.
1022,Clough, R.E.
1023,Wegenkittl, R.
1024,Jing Yang
1025,Yang Chen
1026,Schultz, T.
1027,Stamminger, M.
1028,Doleisch, H.
1029,Alliez, P.
1030,Faust, N.
1031,Borgo, R.
1032,Bederson, B.B.
1033,Yoon, S.-E.
1034,Ingram, S.
1035,Kehrer, J.
1036,Muelder, C.
1037,Hornbaek, K.
1038,Wischgoll, T.
1039,Haber, R.
1040,Robertson, G.
1041,Kosara, R.
1042,Hua Guo
1043,Schiemann, T.
1044,Gasteiger, R.
1045,Cheuk Yiu Ip
1046,Linsen, L.
1047,Mohring, J.
1048,Kastner, J.
1049,Westermann, R.
1050,Ferstl, F.
1051,Davidson, G.
1052,Bergner, S.
1053,Acevedo, D.
1054,Slavin, V.A.
1055,Nowell, L.
1056,Joshi, S.H.
1057,Natarajan, V.
1058,Bostock, M.
1059,Humphreys, G.
1060,Michel, F.
1061,Spoerhase, J.
1062,Chandak, A.
1063,Kainz, B.
1064,Smith, P.J.
1065,Bruckner, S.
1066,Bair, A.
1067,Itoh, M.
1068,Llora, X.
1069,Sprenger, T.C.
1070,Krishnan, H.
1071,Andrews, C.
1072,Aigner, W.
1073,Shamir, A.
1074,Rooney, C.
1075,Botha, C.P.
1076,Csebfalvi, B.
1077,Lalanne, D.
1078,Lipford, H.R.
1079,Vos, F.M.
1080,Koyamada, K.
1081,Scheidegger, C.E.
1082,Fout, N.
1083,Buhler, K.
1084,Shirley, P.
1085,Legensky, S.M.
1086,Broeksema, B.
1087,Kretschmer, J.
1088,Weiskopf, D.
1089,Lucas, P.
1090,Lischinski, D.
1091,Ahmed, A.
1092,Larson, J.
1093,Hohne, K.H.
1094,Sick, M.
1095,Cowperthwaite, D.J.
1096,Barry, P.
1097,Senseman, D.M.
1098,Marino, J.
1099,Lucas, B.
1100,Wiley, D.F.
1101,Jiawan Zhang
1102,Alexa, M.
1103,Healey, C.
1104,Henze, C.
1105,Lastra, A.
1106,Taubin, G.
1107,Bradel, L.
1108,Roberts, J.C.
1109,Cleveland, W.S.
1110,Ottley, A.
1111,Ahmed, N.
1112,Lindstrom, P.
1113,Theussl, T.
1114,Seidl, T.
1115,Dransch, D.
1116,Kurzion, Y.
1117,Wong, B.L.W.
1118,Bailey, D.
1119,Jean, Y.
1120,Chen, Y.
1121,Aggarwal, V.
1122,Zuchao Wang
1123,Wax, M.
1124,Poco, J.
1125,Baudel, T.
1126,Mansmann, F.
1127,Peitgen, H.-O.
1128,Andrews, K.
1129,Rocchini, C.
1130,Telea, A.
1131,Strayer, D.
1132,Itoh, T.
1133,Moorhead, R.J.
1134,Auvil, L.
1135,Nguyen, P.H.
1136,Peuquet, D.
1137,Burger, K.
1138,Guoning Chen
1139,Bosche, R.
1140,Feiner, S.
1141,Turkay, C.
1142,Loriot, G.
1143,Whitney, P.
1144,Uselton, S.
1145,Stevenson, D.
1146,Isenburg, M.
1147,Ying Tu
1148,Wonka, P.
1149,Ramakrishnan, N.
1150,Fernandes, L.A.F.
1151,Miao Jin
1152,Buchetics, M.
1153,Yueqi Hu
1154,Dix, A.
1155,Van Gelder, A.
1156,Crawfis, R.
1157,Reiter, M.
1158,Clapworthy, G.
1159,Jones, M.
1160,Bloschl, G.
1161,Stoffel, A.
1162,Bailey, M.
1163,Marx, K.
1164,Jänicke, H.
1165,Moller, T.
1166,Pizer, S.
1167,Haimes, R.
1168,Bennett, J.C.
1169,Crow, V.
1170,Matkovic, K.
1171,Ramakrishnan, I.
1172,Volpe, C.R.
1173,Yu-Hsuan Chan
1174,Otaduy, M.A.
1175,Tarini, M.
1176,El-Sana, J.
1177,Pascucci, V.
1178,Hibbard, B.
1179,Strobelt, H.
1180,La Cruz, A.
1181,Hlawitschka, M.
1182,Chen, M.
1183,Oeltze, S.
1184,Hauser, H.
1185,Ahern, S.
1186,Auber, D.
1187,Zhen Wen
1188,Springmeyer, R.R.
1189,Atkins, M.S.
1190,Lorensen, W.F.
1191,Georgii, J.
1192,Gurijala, K.C.
1193,Wills, D.
1194,Vrotsou, K.
1195,Huang Shiping
1196,Wei Zeng
1197,Halle, M.
1198,Castanie, L.
1199,Payne, J.
1200,Grottel, S.
1201,Ouzzani, M.
1202,Schreiner, J.
1203,Rohrer, R.M.
1204,Endert, A.
1205,Solteszova, V.
1206,Lehmann, D.J.
1207,Telles, G.P.
1208,Butkiewicz, T.
1209,Zheng, X.
1210,Voinea, L.
1211,Plaisant, C.
1212,Taosong He
1213,Yoo, T.S.
1214,Ahmed, Z.
1215,Stoffel, F.
1216,Kennedy, J.
1217,Wiebel, A.
1218,Lundstrom, C.
1219,Baclija, I.
1220,Savikhin, A.
1221,Hildebrand, K.
1222,Ho, K.
1223,Foley, T.A.
1224,Bruyns, C.
1225,Chen, C.
1226,Sahner, J.
1227,Beck, F.
1228,Ikits, M.
1229,Chen, B.
1230,Yu-Ru Lin
1231,Guangyu Zou
1232,Holmquist, L.E.
1233,Zabusky, N.
1234,Dyer, C.R.
1235,Dong Hyun Jeong
1236,Finger, J.
1237,Ming-Yuen Chan
1238,Panduranga, E.S.
1239,Brodbeck, D.
1240,Zhang, C.
1241,van Ham, F.
1242,Nadeau, D.R.
1243,Plate, J.
1244,Marai, G.E.
1245,Lampe, O.D.
1246,Jiaxi Hu
1247,Skiena, S.
1248,Ljung, P.
1249,Tatu, A.
1250,Bak, P.
1251,Wade, A.
1252,Towles, H.
1253,Duchaineau, M.
1254,Zhang, E.
1255,Kohlmann, P.
1256,Gamblin, T.
1257,Hotz, I.
1258,Riche, N.H.
1259,Fleischmann, D.
1260,van de Wetering, H.
1261,Egbert, P.
1262,Szymczak, A.
1263,Elvins, T.T.
1264,Netzel, R.
1265,Hongwei Li
1266,Verma, V.
1267,Hopf, M.
1268,Lebanon, G.
1269,Gerstner, T.
1270,Suma, E.
1271,Tasdizen, T.
1272,Jiang, M.
