id,name1,name2
648,Volino, P.
649,Loomis, J.J.
650,Pedreschi, D.
651,Blanch, R.
652,Genetti, J.D.
653,Kanitsar, A.
654,Jing Ma
655,Berry, L.
656,Harrold, M.J.
657,Gschwantner, F.
658,Green, B.
659,Godwin, J.A.
660,Dungan, J.L.
661,Daily, M.
662,Harrington, S.J.
663,Frecon, E.
664,Durbin, J.
665,Grinstein, C.
666,Obeysekare, U.
667,Sylvester, S.
668,Conreaux, S.
669,Rowland, B.
670,Albert, R.
671,Luders, P.
672,Sandim, D.J.
673,Senn, J.A.
674,Anand, S.
675,Gobolos-Szabo, J.
676,Dunlavy, D.M.
677,Tanasse, T.
678,Tweedie, L.
679,Greer, V.
680,Maeder, A.J.
681,Sheffield, D.
682,Piringer, H.
683,Decker, J.W.
684,Doyle, M.D.
685,Enguehard, R.
686,Patterson, R.
687,Grinstein, F.
688,Dachille, F.
689,Andrienko, N.
690,Yauilla, A.R.
691,Petajan, E.
692,Jing Jin
693,Foster, S.H.
694,Capps, M.
695,Kobsa, A.
696,Schulte zu Berge, C.
697,Basalaj, W.
698,Carlis, J.
699,Neubauer, A.
700,Harper, R.
701,Wang, T.D.
702,Hui Zhang
703,Yan Li
704,Baining Guo
705,Hublin, J.-J.
706,Hanqi Guo
707,Celniker, G.
708,Johns, P.
709,Wei Zhu
710,Klinker, G.J.
711,Sicre, R.
712,Whiting, M.
713,Tan, D.S.
714,Mittelstadt, S.
715,Lenz, O.
716,Vieland, V.J.
717,Whiting, M.A.
718,Ivey, W.
719,Min, P.
720,Golin, E.
721,Tateosian, L.
722,Chi-Lun Lin
723,Lenz, R.
724,Bjork, S.
725,Thiansathaporn, P.
726,Gutkauf, B.
727,Stewart, A.J.
728,Jang, J.
729,Bartroli, A.V.
730,Benton, S.A.
731,Xiaoyang Mao
732,Laprie, A.
733,Zinsmaier, M.
734,Dasgupta, A.
735,Wong, K.
736,Bowerman, A.
737,Jaiswal, A.R.
738,Hirata, K.
739,Carter, L.
740,Bridgeman, S.
741,Toyoda, M.
742,Romosan, A.
743,Callan-Jones, A.
744,Seungyong Lee
745,Johnson, G.
746,Sorkine-Hornung, O.
747,Nimsky, C.
748,Wybrow, M.
749,Martin, K.
750,Guskov, I.
751,Jobard, B.
752,Kesheng Wu
753,Velez, M.C.
754,Dasch, G.A.
755,Qianliang Wu
756,Regenscheit, M.
757,Neeman, A.
758,Tillmann, A.
759,Yang Liu
760,Jelovic, M.
761,DeCoro, C.
762,Otsuna, H.
763,Abowd, G.
764,Legg, P.A.
765,Lumsdaine, A.
766,Zatloukal, M.
767,Kohn, S.
768,Chao Han
769,Bhatele, A.
770,Jin Chen
771,Raffin, B.
772,Wang, S.
773,Hafemeister, C.
774,Gallop, J.
775,Dachselt, R.
776,Crnovrsanin, T.
777,Hofacker, I.L.
778,Moorman, J.
779,Franaszek, M.
780,Levoy, M.
781,Tangzhi Ye
782,Gygi, F.
783,Honigmann, D.
784,Domokos, G.
785,Peck, S.
786,Burgkart, R.
787,Peercy, M.S.
788,Lez, A.
789,Chalmers, M.
790,Rowlan, J.S.
791,Guthe, S.
792,Jakobsen, M.R.
793,JaJa, J.
794,Vincent, P.
795,Bischi, G.-I.
796,Le Ber, F.
797,Darling, E.
798,Zawadzki, R.J.
799,Winget, J.
800,Stockinger, K.
801,Gregory, M.
802,Mihalisin, T.
803,Lee, J.P.
804,Tandon, S.
805,Carr, H.
806,Desjarlais, L.M.
807,de Oliveira Neto, M.
808,Lu, A.
809,Biddlecome, T.
810,Shixia Liu
811,Henry, M.
812,Geier, G.
813,Roth, S.F.
814,Blendell, J.
815,Foley, J.T.
816,Keating, E.H.
817,Rongjian Lan
818,Jingjing Liu
819,Fruhauf, T.
820,Zhu, M.
821,Zhongzang Lin
822,Voegele, K.
823,Langer, S.
824,Gueziec, A.
825,Nunes, M.
826,Vanderhyde, J.
827,Le Song
828,Schlachter, M.
829,Jun Liao
830,Carlbom, I.
831,Hughes, D.M.
832,Groller, E.
833,Schreyer, L.-A.
834,Teitzel, C.
835,Keim, D.A.
836,Xiaoming Li
837,Abel, T.
838,Wang, X.
839,Gail Ahn
840,Jern, M.
841,Diep, E.
842,Rander, P.
843,Wenli Cai
844,Semwal, S.K.
845,Jenny, B.
846,Kun Zhou
847,Yubo Zhang
848,Green, N.
849,Qin, J.
850,Interrante, V.
851,Preim, U.
852,Waldner, M.
853,Thust, S.
854,Vazquez, A.
855,Ventrella, J.J.
856,Andrienko, G.
857,Thompson, W.B.
858,Creem, S.
859,Breen, D.
860,Ming Wan
861,Neeraj Krishnan
862,Mattis, J.
863,Lipic, T.
864,Zuiderveld, K.J.
865,Baiker, M.
866,Epstein, D.A.
867,Wolter, M.
868,Mehta, K.
869,Hui Ma
870,Seungyoon Lee
871,Riemer, M.
872,Stolper, C.D.
873,Chan, B.
874,Huber, S.
875,Leung, R.
876,Kupfer, A.
877,Ferstay, J.A.
878,Laidlaw, D.H.
879,Freed, A.
880,Bedford, K.W.
881,Takeshima, Y.
882,Carr, L.
883,Lierse, W.
884,Viegas, F.B.
885,Paiva, J.G.
886,Hladuvka, J.
887,Ueng, S.K.
888,Niemeier, R.
889,Lin, J.
890,Clarke, K.
891,Carnecky, R.
892,Summers, K.L.
893,Wu, D.
894,Tao Ju
895,Lorensen, W.
896,Burch, M.
897,Moses, Y.
898,Doddapaneni, P.
899,van de Panne, M.
900,Lu, D.
901,Hogan, P.
902,Popovic, R.
903,Haug, L.
904,Cohen, A.M.
905,Zhimin Ren
906,Zhaohua Ding
907,Schafhitzel, T.
908,Verbavatz, J.
909,Zwa, A.
910,Rosenberg, R.
911,Lijie Xu
912,Bein, K.
913,Majumder, A.
914,Muraki, D.J.
915,Meissner, M.
916,Ribicic, H.
917,Irani, P.
918,Newbern, C.
919,Palamidese, P.
920,Wessel, G.
921,Slack, J.
922,Goldberg, M.
923,Rogowitz, B.
924,Haftka, R.T.
925,Schmies, M.
926,Ynnerman, A.
927,Hering-Bertram, M.
928,Shoop, E.
929,Jaynes, C.
930,Joukowsky, M.S.
931,Crampes, M.
932,Hirschman, L.
933,Hoshiya, Y.
934,Lelieveldt, B.P.F.
935,Roth, T.
936,Sun, L.
937,Mogensen, P.
938,Eosco, G.
939,Lamecker, H.
940,Heinemann, G.
941,Ferdosi, B.J.
942,Theisel, H.
943,Ziebarth, J.P.
944,Kamijo, T.
945,Eckler, K.
946,Enya Shen
947,Sye-Min Chan
948,Ran Tao
949,Nowak, W.
950,Yahui Zhao
951,Jenny, M.
952,Bailey, S.J.
953,Koch, S.
954,Muraki, S.
955,Hao, M.C.
956,Xuexiang Xie
957,Higginbotham, A.
958,Rohrdantz, C.
959,Steinebach, G.
960,Youn-ah Kang
961,Licamele, L.
962,Herman, I.
963,Westin, C.-F.
964,Gerlach, S.
965,Purgathofer, W.
966,Tan, R.
967,Rist, U.
968,Long Wang
969,Baust, M.
970,Baumes, J.
971,Evans, G.-W.
972,Fuchs, H.
973,Burbach, H.
974,Roth, M.
975,Danon, G.
976,Martin, A.R.
977,Mebarki, A.
978,Yamamoto, M.
979,Faulkner-Jones, B.E.
980,Wessel, D.
981,Beddow, J.
982,Buhler, k.
983,Fuller, A.R.
984,Warren, J.
985,Pfister, H.
986,Crisafulli, P.
987,Ningyu Mao
988,Hannemann, M.
989,Nan Cao
990,Kolojejchick, J.
991,Carranza, J.
992,Cohen-Or, D.
993,Miksch, S.
994,Ferro, N.
995,Dewey, C.
996,Svakhine, N.
997,Jiang Zhang
998,Mercer, A.
999,Grossman, R.
1000,DiCarlo, J.M.
1001,Ament, M.
1002,Guang-Zhong Yang
1003,Yeh, C.S.
1004,Roberts, D.A.
1005,Bayer, E.
1006,Johnson, B.
1007,Wilson, R.M.
1008,Lavin, Y.
1009,Ferguson, G.
1010,Mora de Freitas, P.
1011,Lalande, N.
1012,Dadzie, A.-S.
1013,Viswanath, L.
1014,Miles, H.
1015,Keim, D.
1016,Johnson, A.
1017,Hyungsuk Choi
1018,Bruckner S.
1019,Stredney, D.
1020,Fahlbusch, R.
1021,van Gemert, J.C.
1022,Hegenscheid, K.
1023,Fuchs, J.
1024,Sadowsky, O.
1025,Opalach, A.
1026,Loughlin, M.M.
1027,Spoerri, A.
1028,Gagvani, N.
1029,Bernhardt, J.
1030,Min Lu
1031,Wu, M.
1032,Zappa, M.
1033,Ahrens, E.T.
1034,Guritz, R.
1035,Blaas, J.
1036,Pickle, L.
1037,Fry, B.
1038,Bustos, B.
1039,Mackerras, P.
1040,Santek, D.
1041,Moere, A.V.
1042,Roth, J.
1043,Hongan Wang
1044,Reininghaus, J.
1045,Kadaba, N.R.
1046,Miller, E.L.
1047,He Xiao
1048,Banecki, G.
1049,Kuhn, D.
1050,van der Rijt, R.
1051,Bernard, J.
1052,Becher, D.
1053,Buser, M.
1054,Wu, L.
1055,Splechtna, R.
1056,Majumder, M.
1057,Haug, D.
1058,Cuny, J.E.
1059,Chiricota, Y.
1060,Gunther, D.
1061,Brederson, J.D.
1062,Slingsby, A.
1063,Kuang-Chih Lee
1064,Pendleton, B.A.
1065,Davies, J.
1066,Gregory, A.
1067,Weiss, K.
1068,Stevson, S.
1069,Trichaud, N.
1070,Nanni, M.
1071,Takatsuka, M.
1072,Ilgen, M.R.
1073,Li, W.-C.
1074,Price, M.C.
1075,Saad, A.
1076,Sherbondy, A.
1077,Shearer, J.
1078,Ritz, A.M.
1079,Buchin, K.
1080,Correll, M.
1081,Guttmann, R.G.
1082,Canfield, C.M.
1083,Towers, S.
1084,Livingston, M.A.
1085,Lopez, N.
1086,Dumais, S.
1087,Zhu, J.J.H.
1088,Kuhlen, T.
1089,Arietta, S.M.
1090,Schroeder, W.J.
1091,Le Muzic, M.
1092,Wu, J.
1093,Mion, C.
1094,Jianfei Chen
1095,Cuminato, J.A.
1096,Sungahn Ko
1097,Zolliker, P.
1098,Carmean, D.M.
1099,Birol, I.
1100,Lazarov, M.
1101,Takle, J.
1102,Hinterberger, H.
1103,Airong Luo
1104,Selle, D.
1105,Albertelli, G.
1106,Abramov, D.I.
1107,Gansner, E.
1108,Wood, Z.J.
1109,Burnetti, J.
1110,Hill, W.C.
1111,Clement, T.
1112,Pabel, T.
1113,Gomez, S.R.
1114,Mascarenhas, A.
1115,Bitter, I.
1116,Huntzinger, D.N.
1117,Perer, A.
1118,Ogievetsky, V.
1119,Visser, A.E.
1120,Hoffmann, C.
1121,Chignell, M.H.
1122,Rutten, M.
1123,Moorehead, R.J., II
1124,Beaudoin, L.
1125,Jacobson, V.L.
1126,Ehricke, H.-H.
1127,Weijia Xu
1128,Lauterbach, C.
1129,Lantin, M.L.
1130,Kobourov, S.
1131,Seon Joo Kim
1132,Rubio-Sanchez, M.
1133,Wassermann, A.M.
1134,Younkin, K.
1135,Cornel, D.
1136,Sokolovsky, N.
1137,Preim, B.
1138,Falco, E.E.
1139,Bossen, F.
1140,Celler, A.
1141,Jiachen Zhuo
1142,Sajadi, B.
1143,Keahey, T.A.
1144,Theron, R.
1145,Johnson, C.R.
1146,Hoff, A.
1147,Huber, D.E.
1148,Panjwani, G.
1149,Fayyad, E.
1150,Garcke, H.
1151,Baca, J.A.
1152,Levkowitz, H.
1153,Miller, E.O.
1154,Jerding, D.F.
1155,Kral, M.V.
1156,VinhTuan Thai
1157,Walter, B.
1158,Chakaveh, S.
1159,Stephens, D.
1160,Gay, A.
1161,Huber, D.
1162,Sallaberry, A.
1163,Yun Jang
1164,Lecolinet, E.
1165,Thomas, D.M.
1166,Ketan Mehta
1167,Chen, D.T.
1168,Handte, M.
1169,Junping Zhang
1170,Whitton, M.
1171,Byonghyo Shim
1172,Tianyu Gu
1173,Vetter, T.
1174,Xiaoming Wei
1175,Beigel, R.
1176,Vilanova, A.
1177,Kaufman, A.
1178,Gwinner, K.
1179,Roth, G.
1180,Hongfeng Yu
1181,Heer, J.
1182,Kanade, T.
1183,Zhiyong Huang
1184,Flak, B.
1185,Feldmann, R.
1186,Al-Awami, A.
1187,Ward, M.O.
1188,Vrabec, J.
1189,Kwan-Liu Ma
1190,Moritz, E.
1191,Goodrich, C.
1192,Yingcai Xiao
1193,Nothelfer, C.
1194,Bingert, J.F.
1195,Cox, D.
1196,Vidimce, K.N.
1197,Carriere, J.
1198,Seneker, D.
1199,Yeh, H.
1200,Glaber, S.
1201,Vachon, F.
1202,Leube, P.
1203,Muccioli, G.
1204,Kelton, E.I.
1205,Quigley, A.
1206,Furse, C.
1207,Jian Zhang
1208,Nagel, E.
1209,LeVasseur, J.
1210,Landsberg, A.
1211,Kahng, M.
1212,Zieker, M.
1213,Riedl, J.
1214,Zhou, M.X.
1215,House, l.
1216,Bonnell, K.
1217,Schulz, M.
1218,Lee, V.W.
1219,Kikinis, R.
1220,Lorenz, D.
1221,Heitmann, K.
1222,van Pelt, R.
1223,Williams, S.
1224,Robbins, K.A.
1225,Yuan Gao
1226,Weaver, K.
1227,Reinhard, E.
1228,Mallinson, G.D.
1229,Jing Xia
1230,Meads, D.
1231,Dawkes, H.
1232,Muigg, P.
1233,Novotny, M.
1234,Ishii, H.
1235,Jun Chen
1236,Fatore, F.M.
1237,Hoeber, O.
1238,Hege, H.-C.
1239,Mengdie Hu
1240,Feng, D.
1241,Efstathiou, K.
1242,Kelling, S.
1243,Maciejewski, R.
1244,Nuesch, D.
1245,Wolff, A.
1246,Rieck, B.
1247,Goffin, P.
1248,Urness, T.
1249,Holzner, M.
1250,Stryker, M.
1251,Westerteiger, R.
1252,Nolasco, E.
1253,Yubo Tao
1254,Sethian, J.A.
1255,Pascual-Cid, V.
1256,Kuhn, G.R.
1257,van Goethem, A.
1258,He Liu
1259,Longmire, E.
1260,Alim, U.
1261,Kochl, A.
1262,Wolfe, R.H.
1263,Wolf, P.
1264,Lei Wang
1265,Couvillion, W.C., Jr.
1266,Chhugani, J.
1267,Thurmond, J.
1268,Hong Chen
1269,Schernthaner, R.
